sentiment,topic,sentence
0,1,nội_dung học nội_dung ôn_tập thi kỳ kỳ cập_nhật modle .
0,0,thầy lớp nghỉ lễ fraction fraction xong .
0,1,đa_dạng tập .
0,0,thầy slide lý_thuyết thầy viết .
2,0,vui tánh .
1,0,phân_công thuyết_trình .
0,0,đọc slide nội_dung thầy giảng tí .
2,0,thầy dạy thầy .
2,0,tận_tâm .
2,0,giảng_viên giảng tiếp_thu slide trình_bày giảng_viên nhiệt_tình hài_hước .
2,0,giáo_viên nhiệt_tình tận_tâm .
0,1,giáo_trình môn_học cập_nhật .
1,0,giảng_viên giải đề .
0,0,giảng_viên ví_dụ minh_họa .
0,0,thầy giảng .
2,0,lớp nhiệt_tình .
0,0,hy_vọng thực_hành thay thực_hành thầy hướng đồ_án môn_học thầy truyền .
2,0,thầy dạy .
0,1,đề thi .
2,0,phương_pháp dạy tích_cực .
2,0,giảng_viên nhiệt_tình máu_lửa phương_pháp giảng_dạy hiện_đại .
0,0,thầy nghỉ dạy giảng_viên dạy thay bận .
2,0,giáo_viên tận_tâm giảng_dạy .
2,0,vui tận_tình .
2,0,dạy nhiệt_tình .
0,0,ganh_đua thực_hành .
0,0,khả_năng truyền .
2,0,thương hiền nhiệt_huyết .
2,0,bám sát tiến_độ đồ_án sinh_viên .
0,1,tập .
0,3,nghiêm_túc học_tập .
2,0,thầy tập thực_hành .
0,1,sinh_viên tiếp_xúc thực_hành .
0,0,giảng_viên truyền kiến_thức sinh_viên .
2,0,tận_tâm nhiệt_tình .
0,1,đề_nghị dạy lập_trình song_song môn_học .
0,1,chiều học .
0,0,trang kiến thúc ngữ_pháp vững_vàng sinh_viên tập ngữ_pháp lớp_học kiến_thức tiếp_thu kịp áp_lực sửa tập dot miệng ghi_chép .
2,0,dạy vui nhiệt_tình .
2,0,tuyệt_vời .
2,0,thầy dạy nhiệt_tình dạy kiến_thức sát kỳ thi .
1,1,cung phép cộng giải bất đẳng_thức .
2,1,học thực_hành tiếp_thu học lý_thuyết thầy dạy nhiệt_tình .
0,1,sinh_viên đọc đề kiến_thức lớp .
0,1,giảng_dạy .
0,1,doubledot tập giải_đáp .
2,0,nhiệt_tình giảng .
2,0,thương vui nhiệt_tình .
2,3,vui giảng tận_tình .
0,1,sinh_viên phương_pháp công_cụ tập sinh_viên đường .
2,0,giảng_viên tận_tâm giúp sinh_viên học_tập .
0,0,giảng_viên tập .
2,3,
0,1,phát_âm dạy chút khô_khan hứng_thú học_tập sinh_viên .
1,0,tập áp_dụng .
0,0,thầy dạy cứng_nhắc buồn_ngủ .
2,0,giảng_dạy tiếp_thu .
0,2,cài matlab máy phòng thực_hành .
2,0,dạy củng_cố kiến_thức .
0,0,giảng hơi .
2,0,giảng_viên truyền_cảm_hứng sinh_viên nhiệt_tình .
2,0,nguyên_tắc tận_tình giảng_dạy .
2,0,xuyên sinh_viên .
2,0,đi học tiết thầy .
0,1,cung tài_liệu_thiết môn_học .
2,0,thầy wzjwz dạy toán tuyệt .
0,1,giảng lôi .
2,0,giảng_dạy nhiệt_tình tập .
2,0,thầy giảng_dạy nhiệt_tình chi_tiết tường_tận ví_dụ .
2,0,nhiệt_tình dạy lớp giúp yếu_kém vươn học .
0,1,thực_hành lớp ví_dụ trường_hợp trường_hợp phát_sinh .
0,1,thay giảng_viên công_nghệ_ngôn_ngữ lập_trình hiệu hướng lập_trình thực_hành .
0,0,đề_nghị giảng_viên kỳ báo_cáo đồ_án thi .
0,1,công_năng_lực học_tập .
2,0,giảng_viên nhiệt_tình công_tâm .
0,0,thầy lớp tuyệt .
2,0,giúp_đỡ sinh_viên nhiệt_huyết công .
2,0,thầy giảng kích tòi sinh_viên .
0,0,học lịch học bù .
0,0,nhiệt_tình truyền thầy tiếp_thu sinh_viên hoạt_động trao_đổi modle hạn_chế .
1,0,trình_bày thầy thực_hành thầy lý_thuyết .
2,0,thầy nhiệt_tình lắm .
0,1,môn nhập_môn thầy đòi bọn bọn hơi áp_lực .
0,0,báo_cáo phút kịp thầy phút xong báo_cáo .
2,0,giáo_viên tâm_huyết nghề .
0,1,kiến_thức .
1,0,truyền kiến_thức sinh_viên .
2,0,cung slide kiến_thức truyền dạt .
0,1,đề thi thực_hành .
0,0,cung slide vô dạy tùm_lum tà_la môn_học dạy tí bảo chép slide cầm tờ báo đọc .
0,0,thầy nghiêm_túc .
2,0,dạy nhiệt_tình tận_tụy .
0,0,giải_đáp sinh_viên .
2,3,
0,0,thầy slide lớp chủ_yếu chép slide .
2,0,nhiệt_tình giảng_dạy .
0,1,giáo_trình môn_học xác_định thực_lực trình_độ_sinh_viên .
0,0,trễ .
0,0,thầy đổi dạy_học trở_sinh_động .
2,3,love thầy .
2,0,wzjwz dạy tâm sinh .
2,0,tình_hình_học_tập lớp .
0,0,học bù kiến sinh_viên trùng môn_học bù danh .
2,0,giảng minh_họa sinh_động .
0,0,giáo_viên thực_hành năng_động thầy hơi thụ_động thực_hành cảm_hứng sinh_viên .
2,0,hoạt_động giúp học_sinh_động .
0,0,báo_cáo tiến_độ đồ_án hài giảng_viên thẳng sinh_viên rớt môn báo_cáo kỳ .
2,0,tận_tình giúp_đỡ học_tập .
0,0,thầy giảng .
0,1,ngược đề thi thi rộng sinh_viên động_não suy giải tư suy_luận khả_năng học kiểu hợp ngành .
0,0,thầy giảng chậm học_sinh tiếp_thu .
2,3,hài .
2,1,đề thực_hành .
2,0,giáo_viên giảng_dạy nhiệt_tình tận_tâm dạy .
0,0,truyền_tải nội_dung chương_trình .
2,0,giảng_dạy nhiệt_tình tâm_huyết .
0,1,lịch thực_hành ban trễ .
1,3,
2,0,sinh_viên học môn wzjwz vui tiếp_thu .
0,0,giảng_viên phong giảng_dạy sinh_viên rời nội_dung môn_học .
0,0,công_dụng .
0,2,kit thực_hành nâng hư trục_trặc .
0,1,tập thời dạng độ_sinh_viên dư_dả sinh_viên đầu_tư môn_học công_thức trọng_tâm tập thầy nữ_sinh_viên hứng_thú học vật_lý_học dường nam .
2,0,thầy nhiệt_tình chỗ giảng_dạy sinh_viên .
2,0,nhiệt_tình chu_đáo .
2,0,nhiệt_tình truyền .
0,1,nêu bật ứng_dụng thực_tiễn môn_học .
2,0,giảng_viên gũi giúp_đỡ sinh_viên học_tập lớp .
0,0,giảng_viên dạy thực_hành wzjwz wzjwz .
0,0,giảng_viên bọn môi_trường bọn đi học kiến_thức tảng dạy_học kiểu suốt môn_học bọn mơ_hồ thầy truyền bọn bọn .
0,1,thực_hành kiến_thức truyền_tải chẳng mong trường đổi hình_thức môn thực_hành .
1,0,hơi nghiêm quan .
0,0,dạy .
2,0,hài hoạt_động giảng_dạy thầy .
0,0,giảng nhựa nhựa buồn_ngủ .
0,1,thử_thách sinh_viên .
2,0,giảng_viên lớp tận_tâm sinh_viên nhiệt_tình giảng_dạy hướng .
0,0,cải_thiện khả_năng truyền lớp sinh_viên hứng_thú học_tập .
0,3,chấm báo_cáo kỳ_phiếu chấm soạn đáp_án đồ_án code đọc source code tiếp .
0,1,tình_hình khóa aep tụi đa_ngôn_ngữ .
0,0,giáo_trình tín môn_học .
2,0,thầy nhiệt_tình ràng .
0,0,thầy dạy nội_dung học .
2,0,giáo_viên hướng nhiệt_tình .
2,0,thầy giảng .
0,3,hiệu .
1,0,giáo_viên thầy .
2,3,dạy nhiệt_tình giảng_dạy .
2,0,nhiệt_huyết wzjwz .
2,1,tập đa_dạng .
2,0,giảng nhiệt_tình .
2,0,tận_tình học_sinh .
2,0,thầy nhiệt_tình tận_tâm sinh_viên .
2,0,thầy dạy tâm_huyết phương_pháp hợp_lý nội_dung giảng_dạy hứng_thú sinh_viên .
2,0,giáo_viên đứng lớp dạy .
0,1,tóm đề thi kiến_thức mạng chủ_yếu hệ hành linux .
0,0,danh colonsad .
2,0,thầy vui_vẻ giúp_đỡ nhiệt_tình .
2,0,thầy tận_tâm nhiệt_tình dạy .
0,0,giảng_viên thực_hành sinh_viên .
0,0,thầy thông_báo học_sinh_viên .
0,0,dạy chán .
0,0,thầy nhiệt_tình xuyên dạy lố .
2,0,thầy vui_vẻ trao_đổi học_tập .
2,0,giáo_viên tận_tình nhiệt_tình cung tài_liệu tập facebook .
0,0,thầy giảng .
0,0,thầy học nhàm_chán .
2,0,giáo_viên tâm_huyết nhiệt_tình .
2,0,wzjwz dạy nhiệt_tình dạy lý_thú hứng_thú sinh_viên .
2,0,cung sinh_viên tập lớp .
2,0,giảng_viên dạy thân thiên sinh_viên .
2,0,nhiệt_tình kỹ_năng dạy kinh_nghiệm .
0,0,thầy chủ_động giúp_đỡ sinh_viên thực_hành .
0,2,phòng học thực_hành wzjwz chất học thực_hành .
2,0,giáo_viên giảng .
0,0,học cực_kỳ áp_lực thầy dạy .
0,0,thầy dạy thực_hành chán học thực_hành đi học thực_hành thầy dạy dạy .
0,1,môn_học phân_bố hợp_lý học .
0,3,hiện học đắng .
2,0,giảng nhiệt_tình .
2,0,thầy lớp nghỉ .
2,0,nhiệt_tình dạy hiêu .
2,0,giải_đáp thắc_mắc chi_tiết .
0,1,đề thi cẩu_thả kiểm_soát đáp_án .
0,2,sinh_viên giải chi_tiết .
0,1,cung giáo_trình tài_liệu môn_học .
0,1,trùng lịch học gom lớp_học_sinh_viên .
0,1,
2,0,phương_pháp dạy thầy sinh_viên chủ_động sinh_viên ngủ lớp .
2,0,thầy giảng_dạy nhiệt_tình tương_tác hiệu cung tảng kiến_thức ràng vững_vàng lớp .
0,0,thầy lắm .
0,0,thầy thầy .
0,0,đôi sợ sợ thầy colonsad .
2,3,chúc thầy sức_khỏe .
2,0,thầy dạy nhiệt_tình .
0,0,giao_tiếp giảng_viên giảng_viên lớp .
0,0,dạy giảng_viên kiến_thức truyền .
2,0,giảng_viên dạy thu_hút tận_tâm sinh_viên .
2,0,thầy dạy thầy .
0,1,môn_học nề ứng_dụng thực_tiễn phục_vụ chuyên_ngành môn giải_tích thiết lắm .
0,2,máy hư phòng thực_hành khắc_phục .
2,0,giảng_viên khả_năng truyền cực cực .
0,0,dõi sinh_viên kỹ danh xuyên .
2,1,chương_trình học môn_học hợp_lý sinh_viên .
2,0,xuyên tập củng_cố kiến_thức sinh_viên .
1,3,
0,0,thầy micro giảng giảng .
0,2,phòng thực_hành chất .
0,1,môn_học liên_hệ liên_kết đồ_án .
2,0,giáo_viên giảng_dạy tận_tâm .
0,0,thầy lề hơi .
0,0,xuyên dạy .
2,0,giảng_viên nhiệt_tình tập đa_dạng phương_pháp học thú_vị .
0,1,bổ_sung chương_trình thực_hành máy .
0,1,kiến thi môn máy mềm vẽ .
2,0,tâm .
2,0,giảng_viên tận_tâm nỗ_lực giảng_dạy .
0,0,thầy tận_tâm_lý_thuyết thầy giảng tuyệt_đối song tập ngược thầy sơ mặc_định sinh_viên toán .
0,0,đề_nghị cải_tiến doubledot kênh trao_đổi môn_học .
0,1,tài_liệu học_tập sinh_viên .
2,0,thầy sinh_viên học_tập nhiệt_tình giảng_dạy .
0,1,nội_dung thực_hành đồ_án .
2,0,nhiệt_tình tâm công giảng_dạy sinh_viên .
2,0,giảng_viên .
0,0,thầy dạy .
0,3,cải_thiện .
0,0,giảng_viên hướng quan_sát dõi thực_hành sinh_viên .
0,0,cầm micro hơi sát hơi nhói tai xíu tích_cực .
0,0,thầy nghỉ báo sinh_viên .
0,0,bình lớp thầy máy thầy .
2,0,thầy dạy nhiệt_tình .
2,0,thầy nhiệt_tình thẳng_thắn .
0,3,mềm mô proteus .
2,0,thầy dạy_học học nghĩa .
0,0,dạy_học_sinh .
2,0,thầy lớp nhiệt_tình .
0,2,phòng thực_hành bố_trí hợp_lý máy_móc thực_hành .
0,1,tổ_chức thi lý_thuyết kỳ đồ_án .
0,0,thầy .
2,0,thầy dạy vui .
0,0,dạy giảng_viên .
2,0,giáo_viên gũi học_sinh .
0,1,kiến_thức thu môn_học rời_rạc học xong sinh_viên cảm_giác cưỡi ngựa hoa .
0,0,mặt kiến_thức .
0,0,giảng hơi chậm .
0,0,giao đề_tài_công .
2,0,tận_tâm nhiệt_tình giúp học_sinh kết .
0,3,lớp ồn đi học .
0,0,giảng_viên lớp trễ nửa tiếng trở .
0,3,đa hoàn_thành lớp hình_thức trình_bày file word bất_tiện giáo_viên chấm gia tỉ_lệ copy .
0,1,hợp_lý học thực_hành_lý_thuyết .
2,0,thương dạy tâm .
0,1,lịch thực_hành xếp đầu trùng lịch môn_học .
0,0,kiếm thức nâng môn_học .
2,0,giáo dạy nhiệt_tình .
0,3,lắm .
0,0,chương_trình học_sinh_viên khoa seminar tập đồ_án thi kỳ dot .
2,0,thầy hiền tử_tế .
2,1,giảng tập dư sinh_viên tham_khảo ôn_luyện .
0,1,thực_hành đi lý_thuyết .
0,0,nêu .
2,0,phong giảng_dạy thoải_mái vui_vẻ giúp sinh_viên tiếp_thu kiến_thức ghi .
2,0,thầy dạy lôi cung kỹ_năng nghề_nghiệp .
2,0,nhiệt_tình hướng sinh_viên .
0,0,lớp trường chậm trể sinh_viên phân_bổ tài_liệu sinh_viên .
0,1,giảng_dạy thực_hành .
2,0,tận_tâm nhiệt_tình sinh_viên truyền kiến_thức .
2,0,vui_vẻ hài_hước .
0,0,giảng_viên khả_năng truyền kiến_thức phân_bố giảng_dạy .
0,0,giảng_viên hơi sinh_viên giảng lan_man sinh_viên .
0,0,mong thực_hành .
2,0,trường uit khoa truyền_thông mạng máy_may_mắn thầy thầy .
2,0,giảng_viên dạy nhiệt_tình .
0,0,nhiệt_tình trình_bày nội_dung .
2,0,giảng nhiệt_huyết tận_tâm .
1,0,lo_sợ sinh_viên đỗ đại_học độ tư sinh_viên tương_đối .
0,0,giảng_viên giảng_dạy .
0,1,tập khuyến_khích tinh_thần_học .
2,0,tâm_lý sinh_viên .
1,1,tập .
2,0,thầy phương_pháp giảng_dạy .
2,0,thầy truyền kiến_thức .
2,0,thầy nhiệt_tình tận_tâm .
0,1,nội_dung học cải_thiện .
2,0,thầy wzjwz dạy tận_tâm lắm .
0,0,giảng_viên giảng_dạy kém hiệu giảng_viên giảng_dạy sinh_viên .
0,1,phương_pháp thông_báo sinh_viên lịch học học trùng_lắp môn_học .
0,0,đi dạy bữa .
2,0,thầy dặn trăn_trở tương_lai phấn_đấu hoàn_thiện công .
2,0,thầy dạy giải tập .
2,0,nhiệt_tình sinh_viên giảng .
0,1,lớp_học đông ồn tiếp_thu .
1,3,ổn
2,0,nhiệt_tình hăng_hái kỹ_lưỡng .
0,0,hướng sinh_viên thực_hành toàn sinh_viên đi học đi .
2,0,thầy nhiệt_tình .
2,0,thầy dạy vui .
0,0,kỳ môn java web tinh_thần giảng_dạy thầy hề chút .
2,0,tận_tâm chu_đáo sát giúp sinh_viên kết môn_học .
2,0,giảng kỹ ví_dụ minh_họa .
0,0,hơi .
2,0,nhiệt_tình_thương .
0,1,trưởng đồ_án .
0,1,môn_học kỹ_năng thiết kiểm_tra hình_thức thi luận đồ_án .
2,0,nhiệt_tình giảng_dạy hướng phương_pháp học_tập môn hướng học đi .
0,0,đừng bảng giải .
2,0,truyền thụ kiến_thức sinh_viên .
2,0,thương hài_hước ví_dụ thực_tiễn phân_bố hợp_lý giảng_dạy xen_lẫn trò học_sinh .
0,0,giảng_viên lớp muộn .
1,0,thầy thầy wzjwz thầy .
2,0,tập giúp sinh_viên kỹ_thuật .
2,0,nhiệt_tình sinh_viên lớp .
0,0,cung tài_liệu môn_học_sinh_viên hợp_lý giảng lớp .
0,0,học hiệu thầy dạy tiết .
2,0,giảng_viên thân_thiện sinh_viên .
2,0,thầy .
2,0,dạy kiến_thức hữu_ích .
0,0,đi_sâu nội_dung môn_học lớp thực_hành .
2,0,thầy giảng .
0,1,sinh_viên nghiên_cứu .
0,0,nhiệt_tình đên sinh_viên .
0,1,tập hơi .
2,0,thầy dạy nhiệt_tình .
2,0,giảng_viên dạy nhiệt_tình tận_tình giúp_đỡ .
0,0,thầy nhấn công_thức môn_học thầy giảng ví_dụ ví_dụ thể nắm kịp kiến_thức .
2,0,nhiệt_tình giúp_đỡ sinh_viên sinh_viên nâng kỹ_năng lập_trình .
2,0,thầy vui nà nhiệt_tình giảng_dạy .
2,0,giảng_viên vui_vẻ tận_tâm .
0,0,hướng sinh_viên ôn_tập .
2,0,giảng_viên dạy kỹ dạy sâu .
2,0,thầy bảo sinh_viên tận_tình .
0,0,khắc_phục thái_độ giảng_viên .
0,0,thể thầy tập đáp_án .
0,3,
0,0,thầy cung thông hữu_ích đồ_án .
2,0,thầy_giáo dạy nhiệt_tình vui_vẻ .
1,3,học_kỳ lớp_học môn kiến .
0,1,lỗi thực_hành thực_hành học lý_thuyết .
0,0,thầy wzjwz truyền lớp_học thầy dạy .
0,1,giảng thu_hút học_sinh .
0,1,phân_chia hai giảng_viên dãy bàn khả_năng tương_tác sinh_viên .
2,1,học thoải_mái .
2,0,giáo_viên giảng_dạy tận_tình tập .
2,0,nhiệt_tình giúp_đỡ sinh_viên sinh_viên thắc_mắc .
0,0,đi dạy trễ .
2,0,tận_tâm .
0,0,dạy .
2,0,thầy hướng thực_hành chi_tiết .
2,1,học_sinh phát_biểu .
0,0,thầy tận_tâm nhiệt_tình .
2,0,thầy đi dạy .
1,0,đồ_án .
0,0,giáo_viên dạy kịp .
2,0,giảng_viên tận_tâm nhiệt_tình .
0,0,học_tập hơi khô_khan ôn_tập thi sát đề chút coloncolon .
1,3,chào thầy fraction .
2,0,nhiệt_tình hứng_thú học_tập .
0,1,tiết thực_hành .
0,1,slide học nắm_bắt code slide chỗ sai .
0,0,nghỉ đa nghỉ sinh_viên chờ phút thầy giải_tán .
2,0,giảng_dạy sinh_viên nhiệt_tình .
0,0,giảng_viên dạy lý_thuyết thực_hành thống nội_dung giảng_dạy tuần trường_hợp thực_hành học lý_thuyết .
0,1,kết_hợp học_hành .
2,0,giảng_viên cực_kỳ tận_tâm nhiệt_tình giảng_dạy thú_vị môn khô_khan .
2,0,thầy dạy tập .
0,3,
2,0,hướng thuyết_trình .
2,0,dạy nhiệt_tình .
2,0,giảng_dạy ngắn gọc nhiệt_tình .
0,1,tập .
0,0,giảng_viên tập .
2,0,giảng_viên nhiệt_tình .
0,0,giáo_viên hướng code sai hướng viết code đáp_ứng học_sinh .
2,0,thầy nhiệt_tình giảng chi_tiết sinh_viên .
0,0,thầy học_sinh_viên nhiệm_vụ thầy lớp đọc slide trình trạng sinh_viên nghỉ .
0,1,môn gắn tương_tác .
2,0,tận_tâm nhiệt_tình sẵn_sàng giảng lớp chỗ .
0,1,tài_liệu kết sai hoang học .
0,1,
0,1,tương_quan tiết học thực_hành_lý_thuyết hợp_lý lắm .
2,0,giảng_viên nhiệt_tình xuyên trao_đổi tài_liệu website môn_học .
2,0,thầy nhiệt_tình năng_động .
0,1,giải học_sinh coi .
2,0,thân_thiện nhiệt_tình .
2,0,thầy tận_tình hướng .
1,0,học phân_tích thiết_kế wzjwz .
2,0,dạy hút .
2,0,tiết dạy sinh_động khả_năng truyền .
2,0,thầy dạy nhiệt_tình thoải_mái hòa đồng sinh_viên .
2,0,thầy dạy nhiệt_tình .
0,0,giảng_dạy .
2,0,thầy day .
0,0,phát_âm chuẩn .
2,0,thầy lý_thuyết thầy dsmax đầu kỳ kỳ đồ_án khỏe .
2,0,giảng_viên tận_tâm nhiệt_huyết khả_năng truyền giảng_dạy lôi thu_hút .
2,0,giảng_viên tận_tình chu_đáo gũi sinh_viên .
2,0,vui_vẻ cởi .
2,0,thầy giảng_dạy nguyên_tắc .
0,1,học giảng_đường thuận_tiện .
0,0,học_sinh chủ_yếu giỏi chán lớp .
2,0,dạy nhiệt_tình sẵn_sàng giảng .
2,0,thầy wzjwz .
2,0,thầy tâm .
2,1,tập .
0,0,đăng_ký học môn tiết đi muộn .
0,1,đổi hình_thức kiểm_tra chất thực_hành môn_học .
0,0,sở vật_chất trường kém hoạt_động ngoại khóa .
0,1,sách dày tài_liệu tụi tham_khảo .
2,0,nhiệt_tình giảng_viên giảng_dạy .
0,0,giáo_viên lớp sinh_viên tập .
1,3,chân_thành .
2,0,dạy nhiệt_tình lớp sinh_động truyền .
2,0,đề mẫu tập ôn_tập .
0,0,giảng_viên sinh_viên chuyên_nghiệp loa chủ_đề .
0,1,trọng lý_thuyết tập .
2,0,giảng_viên .
2,0,nội_dung giảng truyền nội_dung kết_hợp ví_dụ tuyệt_vời .
2,0,tận_tình .
2,0,giảng_viên sinh viền sinh_viên .
1,0,lớp_học đi nhầm lớp .
0,0,nghỉ .
0,0,giảng_viên lớp .
1,1,chương_trình chia lĩnh_vực môn_học .
2,0,truyền kiến_thức thầy sinh_viên thông bổ_ích .
2,0,giảng_viên tận_tâm khả_năng truyền .
